sentiment,text
negative,"I bought one for my 2010 Cherokee. It does work some what, and looks good, but at higher speeds +70 it rattles around a bit. I have made it as tight as possible. The bottom legs that support it are very cheap plastic that only sit on the roof of the car. The entire Fairing is only held in place on top onto the actual roof rack bar, so there is no support on the bottom or sides, it only connects on the top so it can almost flip upwards and moves around a little bit. The bottom support legs come with padded stickers to sit on the roof- I can't imagine those holding well oafter a few years of rain, snow, wind etc...But who knows?<br /><br />Also, if you have a sunroof and want to open it up, the sliding sunroof will be scraping the bottom leg supports which simply sit upon the roof of the car, or top window.<br /><br />I'd still buy it but I think for the $ they could come up with a better connection to keep the fairing more solidly in place that what they have. I would have given 2 stars but part of the problem is that the Cherokee roof rail/rack system is pretty bad as well and very difficult to work with."
positive,"Looks exactly as pictured. Great stocking stuffer/gift. Has been switched from car to car multiple times on cars that are always kept outside and hasn't faded, cracked or peeled. Looks like it did on day one after more than a year. Also easy to read at a distance. Highly recommend!"
positive,"I have a home built eight foot 3/8 steel tractor blade on my older silverado. I had a small winch but it wasn't powerful enough to  lift the heavy blade. I mounted this Terra 4,500 on my front bumper and run the heavy cable through a pulley on the plow and back to the bumber. It is quiet and lifts the blade with no effort at all. The winch came with easy to follow wiring and mounting instructions. Also two hand controls for the winch which make it very handy to be in front of the truck and control the winch from there. I am so satisfied. Today we had a huge snowfall so was very thankful to have such a great tool. I would recomend this to anyone."
positive,They worked great for me.  Still working.  Very bright!  Easy to install in a Ford taurus.
negative,"amazonconfirmfit - YES<br />Actually my truck does not have a cabin air filter. Don't try and cut the housing open as these housings are sealed, not intended to be opened or serviced - DEALER CONFIRMED."
positive,This part fit my Jeep 97 XJ perfectly.
positive,Great item shipped fast. Well worth the money and fits perfectly on my 2007 Ford F250
positive,"Very nice and convenient.  You do have to position it where the electrics in the car do not affect it. I have this for my other car, and used it for a number of yrs."
positive,"I have used Lube Locker gaskets on several of my vehicles or the years.<br />You can reuse them, several times. Just be careful of your torque specs"
positive,"great drop in H11 LED bulbs<br />Installed on 2022 Tacoma SR-easy to install, brighter than stock by a good bit and retain cutoff/distance with a whiter output . Much less expensive than other options out there."
positive,Fits well & great protection.
